opp,datetime,stadium,attribute_3,attribute_4,competition,ranking,possession,expected_goals_(xg),total_shots,shots_on_target,big_chances,big_chances_missed,accurate_passes,accurate_passes_pc,fouls_committed,corners,shots_off_target,blocked_shots,hit_woodwork,shots_inside_box,shots_outside_box,xg_open_play,xg_set_play,non-penalty_xg,xg_on_target_(xgot),passes,own_half,opposition_half,accurate_long_balls,accurate_long_balls_pc,accurate_crosses,accurate_crosses_pc,throws,offsides,yellow_cards,red_cards,tackles_won,tackles_won_pc,interceptions,blocks,clearances,keeper_saves,duels_won,ground_duels_won,ground_duels_won_pc,aerial_duels_won,aerial_duels_won_pc,successful_dribbles,successful_dribbles_pc,game_id,touches_in_opposition_box,team,opp_ranking,opp_possession,conc_expected_goals_(xg),conc_total_shots,conc_shots_on_target,conc_big_chances,conc_big_chances_missed,conc_accurate_passes,conc_accurate_passes_pc,conc_fouls_committed,conc_corners,conc_shots_off_target,conc_blocked_shots,conc_hit_woodwork,conc_shots_inside_box,conc_shots_outside_box,conc_xg_open_play,conc_xg_set_play,conc_non-penalty_xg,conc_xg_on_target_(xgot),conc_passes,conc_own_half,conc_opposition_half,conc_accurate_long_balls,conc_accurate_long_balls_pc,conc_accurate_crosses,conc_accurate_crosses_pc,conc_throws,conc_touches_in_opposition_box,conc_offsides,conc_yellow_cards,conc_red_cards,conc_tackles_won,conc_tackles_won_pc,conc_interceptions,conc_blocks,conc_clearances,conc_keeper_saves,conc_duels_won,conc_ground_duels_won,conc_ground_duels_won_pc,conc_aerial_duels_won,conc_aerial_duels_won_pc,conc_successful_dribbles,conc_successful_dribbles_pc
Italy,2021-03-28T18:45:00.000Z,Stadion Vasil Levski,Slavko Vincic,,World Cup Qualification UEFA 1st Round Grp. C Round 2,83,32.0,0.15,3,1,0.0,0.0,210,74.0,14,0,0.0,2.0,0.0,2.0,1.0,0.1,0.04,0.15,0.04,285,118.0,92.0,34.0,61.0,1.0,8.0,21.0,2,3.0,0.0,12.0,80.0,9.0,11.0,15.0,4.0,54.0,38.0,59.0,16.0,59.0,6.0,75.0,1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,2021-03-28T18:45:00.000Z,Stadion Vasil Levski,Slavko Vincic,,World Cup Qualification UEFA 1st Round Grp. C Round 2,9,68.0,2.59,22,6,4.0,3.0,520,88.0,18,12,4.0,12.0,1.0,17.0,5.0,1.06,0.74,1.8,2.16,594,280.0,240.0,34.0,55.0,6.0,27.0,27.0,1,2.0,0.0,4.0,44.0,10.0,2.0,11.0,1.0,37.0,26.0,41.0,11.0,41.0,5.0,31.0,1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scotland,2021-03-28T18:45:00.000Z,Bloomfield Stadium,,,World Cup Qualification UEFA 1st Round Grp. F Round 2,78,55.0,0.64,14,3,0.0,0.0,510,86.0,17,0,6.0,5.0,0.0,5.0,9.0,0.64,0.0,0.64,0.46,592,300.0,210.0,25.0,43.0,2.0,20.0,14.0,1,1.0,0.0,7.0,78.0,10.0,5.0,14.0,2.0,41.0,28.0,39.0,13.0,52.0,6.0,38.0,1158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,2021-03-28T18:45:00.000Z,Bloomfield Stadium,,,World Cup Qualification UEFA 1st Round Grp. F Round 2,39,45.0,0.68,13,3,0.0,0.0,395,83.0,15,4,5.0,5.0,0.0,7.0,6.0,0.55,0.13,0.68,0.63,475,224.0,171.0,29.0,48.0,3.0,15.0,22.0,4,1.0,0.0,10.0,50.0,12.0,5.0,8.0,2.0,55.0,43.0,61.0,12.0,48.0,7.0,70.0,1158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2021-03-28T18:45:00.000Z,Stadiumi Fadil Vokrri,Tamas Bognar,,World Cup Qualification UEFA 1st Round Grp. B Round 2,102,50.0,0.63,7,0,1.0,1.0,334,80.0,9,2,6.0,1.0,0.0,6.0,1.0,0.63,0.0,0.63,0.0,420,218.0,116.0,28.0,41.0,5.0,26.0,18.0,5,4.0,1.0,5.0,42.0,12.0,6.0,14.0,5.0,46.0,32.0,60.0,14.0,38.0,9.0,69.0,1159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,2021-03-28T18:45:00.000Z,Stadiumi Fadil Vokrri,Tamas Bognar,,World Cup Qualification UEFA 1st Round Grp. B Round 2,27,50.0,3.78,20,8,6.0,4.0,339,79.0,12,4,5.0,7.0,0.0,12.0,8.0,2.95,0.04,2.99,2.55,428,179.0,160.0,29.0,48.0,5.0,26.0,15.0,2,1.0,0.0,4.0,67.0,5.0,1.0,22.0,0.0,44.0,21.0,40.0,23.0,62.0,7.0,41.0,1159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,2021-03-28T18:45:00.000Z,Stadion Miejski Legii Warszawa im. Marsz,Erik Lambrechts,,World Cup Qualification UEFA 1st Round Grp. I Round 2,28,85.0,3.43,26,6,6.0,4.0,608,89.0,8,13,9.0,11.0,0.0,21.0,5.0,2.47,0.96,3.43,1.72,685,278.0,330.0,33.0,83.0,16.0,29.0,30.0,0,0.0,0.0,4.0,57.0,5.0,0.0,3.0,0.0,67.0,44.0,69.0,23.0,72.0,15.0,79.0,1161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,2021-03-28T18:45:00.000Z,Stadion Miejski Legii Warszawa im. Marsz,Erik Lambrechts,,World Cup Qualification UEFA 1st Round Grp. I Round 2,164,15.0,0.07,1,0,0.0,0.0,50,39.0,22,0,1.0,0.0,0.0,1.0,0.0,0.0,0.07,0.07,0.0,128,29.0,21.0,11.0,20.0,0.0,0.0,10.0,1,2.0,0.0,3.0,43.0,24.0,11.0,40.0,2.0,29.0,20.0,31.0,9.0,28.0,5.0,63.0,1161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,2021-03-28T18:45:00.000Z,Arena Naţională,Clement Turpin,,World Cup Qualification UEFA 1st Round Grp. J Round 2,46,34.0,1.13,9,2,2.0,2.0,269,76.0,10,3,5.0,2.0,0.0,7.0,2.0,1.05,0.09,1.13,0.29,356,189.0,80.0,17.0,49.0,1.0,17.0,25.0,2,1.0,0.0,3.0,27.0,12.0,3.0,25.0,8.0,38.0,32.0,46.0,6.0,67.0,10.0,56.0,1162,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,2021-03-28T18:45:00.000Z,NSK Olimpijs'kyj,,,World Cup Qualification UEFA 1st Round Grp. D Round 2,22,61.0,1.25,17,4,1.0,0.0,571,90.0,10,3,7.0,6.0,0.0,11.0,6.0,1.25,0.06,1.25,0.93,631,230.0,341.0,20.0,63.0,4.0,25.0,22.0,1,3.0,1.0,7.0,70.0,8.0,2.0,8.0,0.0,36.0,26.0,55.0,10.0,63.0,7.0,88.0,1164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,2021-03-28T18:45:00.000Z,Ernst-Happel-Stadion,,,World Cup Qualification UEFA 1st Round Grp. F Round 2,25,71.0,4.31,27,8,7.0,5.0,541,87.0,10,9,12.0,7.0,1.0,20.0,7.0,2.82,1.49,4.31,2.94,625,179.0,362.0,29.0,78.0,8.0,28.0,19.0,2,1.0,0.0,10.0,91.0,7.0,2.0,11.0,3.0,44.0,31.0,58.0,13.0,45.0,14.0,88.0,1156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,2021-03-28T18:45:00.000Z,Stadio Olimpico di Serravalle,,,World Cup Qualification UEFA 1st Round Grp. I Round 2,210,20.0,0.07,1,0,0.0,0.0,101,56.0,17,1,1.0,0.0,0.0,1.0,0.0,0.0,0.07,0.07,0.0,179,68.0,33.0,21.0,39.0,1.0,50.0,6.0,1,4.0,0.0,5.0,100.0,21.0,3.0,43.0,7.0,35.0,19.0,39.0,16.0,42.0,1.0,25.0,1163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,2021-03-28T18:45:00.000Z,Stadio Olimpico di Serravalle,,,World Cup Qualification UEFA 1st Round Grp. I Round 2,26,80.0,4.25,23,10,5.0,3.0,633,90.0,14,16,10.0,3.0,0.0,16.0,7.0,1.28,0.61,1.89,4.5,705,198.0,435.0,20.0,69.0,10.0,23.0,17.0,3,2.0,0.0,7.0,78.0,8.0,0.0,3.0,0.0,52.0,30.0,61.0,22.0,58.0,5.0,83.0,1163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,2021-03-30T16:00:00.000Z,Bakı Olimpiya Stadionu,,,World Cup Qualification UEFA 1st Round Grp. A Round 3,112,33.0,1.67,8,2,3.0,2.0,229,72.0,19,2,3.0,3.0,0.0,4.0,4.0,0.42,0.46,0.88,1.61,318,156.0,73.0,17.0,30.0,1.0,20.0,17.0,1,1.0,0.0,9.0,69.0,13.0,2.0,12.0,5.0,35.0,30.0,41.0,5.0,14.0,3.0,27.0,1165,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,2021-03-30T16:00:00.000Z,Bakı Olimpiya Stadionu,,,World Cup Qualification UEFA 1st Round Grp. A Round 3,33,67.0,1.19,18,7,1.0,1.0,568,88.0,14,9,9.0,2.0,0.0,12.0,6.0,0.81,0.38,1.19,1.21,647,321.0,247.0,57.0,81.0,8.0,36.0,21.0,2,2.0,0.0,7.0,50.0,14.0,3.0,9.0,1.0,73.0,43.0,59.0,30.0,86.0,13.0,65.0,1165,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,2021-03-30T16:00:00.000Z,Neo GSP,,,World Cup Qualification UEFA 1st Round Grp. H Round 3,124,38.0,0.46,7,3,0.0,0.0,238,69.0,10,2,3.0,1.0,0.0,5.0,2.0,0.43,0.03,0.46,0.56,347,136.0,102.0,23.0,35.0,2.0,17.0,25.0,2,0.0,0.0,7.0,47.0,6.0,2.0,24.0,3.0,62.0,43.0,61.0,19.0,58.0,13.0,68.0,1166,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,2021-03-30T16:00:00.000Z,Neo GSP,,,World Cup Qualification UEFA 1st Round Grp. H Round 3,57,62.0,0.56,9,3,1.0,1.0,447,78.0,15,6,4.0,2.0,0.0,5.0,4.0,0.52,0.04,0.56,0.51,572,237.0,210.0,31.0,40.0,2.0,13.0,28.0,6,2.0,0.0,8.0,57.0,4.0,1.0,12.0,2.0,41.0,27.0,39.0,14.0,42.0,4.0,36.0,1166,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,2021-03-30T18:45:00.000Z,Stadion Pod Goricom,Anthony Taylor,,World Cup Qualification UEFA 1st Round Grp. G Round 3,47,58.0,1.36,10,1,1.0,0.0,464,82.0,14,4,7.0,2.0,1.0,8.0,2.0,1.33,0.02,1.36,0.88,564,243.0,221.0,35.0,51.0,5.0,33.0,25.0,1,2.0,0.0,8.0,80.0,17.0,5.0,24.0,4.0,48.0,28.0,42.0,20.0,49.0,5.0,36.0,1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,2021-03-30T18:45:00.000Z,King Power at Den Dreef Stadion,,,World Cup Qualification UEFA 1st Round Grp. E Round 3,3,68.0,4.2,21,15,8.0,4.0,657,91.0,8,7,5.0,1.0,0.0,15.0,6.0,3.15,1.04,4.2,5.07,725,282.0,375.0,45.0,74.0,4.0,20.0,25.0,1,0.0,0.0,9.0,45.0,12.0,2.0,5.0,0.0,48.0,41.0,57.0,7.0,54.0,14.0,58.0,1167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,2021-03-30T18:45:00.000Z,King Power at Den Dreef Stadion,,,World Cup Qualification UEFA 1st Round Grp. E Round 3,96,32.0,0.17,4,0,0.0,0.0,270,78.0,8,1,2.0,2.0,0.0,2.0,2.0,0.14,0.03,0.17,0.0,344,180.0,90.0,31.0,52.0,0.0,0.0,12.0,2,0.0,0.0,12.0,67.0,22.0,1.0,21.0,7.0,37.0,31.0,43.0,6.0,46.0,5.0,33.0,1167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,2021-03-30T18:45:00.000Z,Stadion HNK Rijeka,,,World Cup Qualification UEFA 1st Round Grp. H Round 3,10,67.0,2.99,17,6,4.0,1.0,477,83.0,11,6,6.0,5.0,1.0,12.0,5.0,2.11,0.1,2.2,3.13,575,203.0,274.0,55.0,70.0,8.0,30.0,38.0,3,2.0,0.0,12.0,75.0,4.0,1.0,2.0,1.0,64.0,46.0,51.0,18.0,58.0,20.0,65.0,1168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,2021-03-30T18:45:00.000Z,Stadion HNK Rijeka,,,World Cup Qualification UEFA 1st Round Grp. H Round 3,171,33.0,0.16,2,1,0.0,0.0,202,68.0,12,0,0.0,1.0,0.0,2.0,0.0,0.16,0.0,0.16,0.29,295,160.0,42.0,14.0,25.0,0.0,0.0,18.0,0,0.0,0.0,14.0,58.0,17.0,5.0,29.0,3.0,57.0,44.0,49.0,13.0,42.0,13.0,54.0,1168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2021-03-30T18:45:00.000Z,Stade Josy Barthel,,,World Cup Qualification UEFA 1st Round Grp. A Round 3,87,43.0,0.52,6,1,1.0,0.0,330,80.0,9,4,2.0,3.0,0.0,4.0,2.0,0.17,0.36,0.52,0.74,411,195.0,135.0,33.0,49.0,1.0,8.0,18.0,2,0.0,1.0,12.0,60.0,12.0,5.0,19.0,8.0,57.0,43.0,48.0,14.0,78.0,8.0,67.0,1169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,2021-03-30T18:45:00.000Z,Stadion Pod Goricom,Anthony Taylor,,World Cup Qualification UEFA 1st Round Grp. G Round 3,70,42.0,0.98,13,4,1.0,1.0,284,70.0,13,2,4.0,5.0,0.0,8.0,5.0,0.91,0.07,0.98,1.23,403,160.0,124.0,42.0,53.0,4.0,29.0,21.0,2,0.0,0.0,12.0,57.0,14.0,2.0,13.0,0.0,60.0,39.0,58.0,21.0,51.0,4.0,36.0,1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,2021-03-30T18:45:00.000Z,City Arena Trnava,,,World Cup Qualification UEFA 1st Round Grp. H Round 3,48,38.0,0.76,7,3,1.0,0.0,277,74.0,8,2,3.0,1.0,0.0,5.0,2.0,0.25,0.51,0.76,1.0,373,161.0,116.0,36.0,46.0,2.0,20.0,17.0,3,1.0,0.0,10.0,48.0,16.0,1.0,25.0,2.0,61.0,39.0,57.0,22.0,37.0,5.0,50.0,1171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,2021-03-30T18:45:00.000Z,Stade Josy Barthel,,,World Cup Qualification UEFA 1st Round Grp. A Round 3,6,57.0,2.63,20,11,5.0,3.0,457,87.0,15,9,4.0,5.0,1.0,13.0,7.0,1.78,0.85,2.63,3.94,525,219.0,238.0,32.0,62.0,7.0,26.0,20.0,5,3.0,0.0,13.0,72.0,13.0,3.0,12.0,0.0,50.0,46.0,52.0,4.0,22.0,19.0,66.0,1169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,2021-03-30T18:45:00.000Z,Atatürk Olimpiyat Stadı,,,World Cup Qualification UEFA 1st Round Grp. G Round 3,40,64.0,2.09,17,8,3.0,2.0,557,87.0,16,7,6.0,3.0,0.0,10.0,7.0,1.12,0.18,1.3,2.1,640,308.0,249.0,27.0,63.0,2.0,10.0,8.0,0,3.0,0.0,2.0,25.0,8.0,1.0,16.0,1.0,45.0,31.0,54.0,14.0,52.0,7.0,58.0,1172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Türkiye,2021-03-30T18:45:00.000Z,Atatürk Olimpiyat Stadı,,,World Cup Qualification UEFA 1st Round Grp. G Round 3,136,36.0,1.38,10,4,2.0,0.0,267,75.0,16,3,5.0,1.0,0.0,10.0,0.0,0.71,0.67,1.38,2.12,357,191.0,76.0,25.0,50.0,3.0,25.0,15.0,1,3.0,0.0,5.0,63.0,20.0,3.0,21.0,5.0,39.0,26.0,46.0,13.0,48.0,2.0,33.0,1172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czechia,2021-03-30T18:45:00.000Z,Cardiff City Stadium,,,World Cup Qualification UEFA 1st Round Grp. E Round 3,29,44.0,1.07,8,3,2.0,2.0,243,75.0,18,3,3.0,2.0,0.0,7.0,1.0,0.98,0.09,1.07,1.18,324,159.0,84.0,25.0,42.0,3.0,21.0,19.0,5,1.0,1.0,5.0,50.0,7.0,3.0,19.0,3.0,49.0,28.0,50.0,21.0,40.0,4.0,44.0,1173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wales,2021-03-30T18:45:00.000Z,Cardiff City Stadium,,,World Cup Qualification UEFA 1st Round Grp. E Round 3,36,56.0,0.86,11,3,1.0,1.0,329,77.0,16,5,5.0,3.0,0.0,7.0,4.0,0.75,0.11,0.86,0.17,429,189.0,140.0,35.0,51.0,2.0,13.0,28.0,1,1.0,1.0,4.0,40.0,9.0,2.0,15.0,2.0,60.0,28.0,50.0,32.0,60.0,3.0,43.0,1173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,2021-03-30T18:45:00.000Z,City Arena Trnava,,,World Cup Qualification UEFA 1st Round Grp. H Round 3,35,62.0,0.85,10,3,1.0,1.0,485,81.0,14,2,6.0,1.0,0.0,7.0,3.0,0.72,0.14,0.85,0.6,596,235.0,250.0,41.0,61.0,8.0,47.0,21.0,1,2.0,0.0,7.0,54.0,16.0,0.0,5.0,1.0,67.0,29.0,43.0,38.0,63.0,8.0,47.0,1171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,2021-03-31T16:00:00.000Z,Vazgen Sargsyan anvan Hanrapetakan Marza,,,World Cup Qualification UEFA 1st Round Grp. J Round 3,95,34.0,2.73,16,8,4.0,2.0,192,75.0,10,6,5.0,3.0,0.0,14.0,2.0,1.26,0.69,1.94,2.89,256,66.0,126.0,25.0,46.0,8.0,35.0,23.0,3,3.0,0.0,9.0,50.0,15.0,2.0,12.0,5.0,56.0,45.0,58.0,11.0,46.0,13.0,65.0,1174,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,2021-03-31T16:00:00.000Z,Vazgen Sargsyan anvan Hanrapetakan Marza,,,World Cup Qualification UEFA 1st Round Grp. J Round 3,46,66.0,1.3,14,7,1.0,0.0,450,85.0,15,5,5.0,2.0,0.0,7.0,7.0,1.07,0.23,1.3,1.82,529,232.0,218.0,21.0,45.0,3.0,27.0,18.0,0,4.0,1.0,10.0,67.0,7.0,3.0,16.0,5.0,45.0,32.0,42.0,13.0,54.0,7.0,41.0,1174,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,2021-03-31T18:45:00.000Z,Stadionul Zimbru,,,World Cup Qualification UEFA 1st Round Grp. F Round 3,78,74.0,3.54,20,8,6.0,3.0,597,87.0,5,5,7.0,5.0,0.0,13.0,7.0,3.35,0.19,3.54,4.13,687,243.0,354.0,27.0,57.0,2.0,13.0,22.0,3,2.0,0.0,10.0,67.0,10.0,5.0,8.0,3.0,55.0,39.0,59.0,16.0,44.0,12.0,57.0,1183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,2021-03-31T18:45:00.000Z,Windsor Park,,,World Cup Qualification UEFA 1st Round Grp. C Round 3,73,70.0,0.76,14,3,0.0,0.0,457,83.0,17,12,6.0,5.0,1.0,10.0,4.0,0.28,0.48,0.76,0.67,549,196.0,261.0,26.0,47.0,8.0,24.0,27.0,3,3.0,0.0,7.0,47.0,4.0,0.0,9.0,1.0,58.0,36.0,53.0,22.0,51.0,8.0,57.0,1184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Ireland,2021-03-31T18:45:00.000Z,Windsor Park,,,World Cup Qualification UEFA 1st Round Grp. C Round 3,83,30.0,0.2,3,1,0.0,0.0,143,60.0,17,2,2.0,0.0,0.0,3.0,0.0,0.06,0.14,0.2,0.18,239,88.0,55.0,16.0,23.0,2.0,33.0,18.0,5,3.0,0.0,6.0,60.0,11.0,5.0,37.0,3.0,53.0,32.0,47.0,21.0,49.0,5.0,36.0,1184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,2021-03-31T18:45:00.000Z,Stadio Olimpico di Serravalle,,,World Cup Qualification UEFA 1st Round Grp. I Round 3,210,21.0,0.1,4,1,0.0,0.0,107,57.0,10,0,1.0,2.0,0.0,0.0,4.0,0.06,0.04,0.1,0.04,187,68.0,39.0,15.0,30.0,0.0,0.0,15.0,2,2.0,0.0,10.0,50.0,13.0,7.0,57.0,3.0,55.0,36.0,49.0,19.0,48.0,3.0,23.0,1185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,2021-03-31T18:45:00.000Z,Stadio Olimpico di Serravalle,,,World Cup Qualification UEFA 1st Round Grp. I Round 3,66,79.0,3.13,26,5,3.0,1.0,563,85.0,15,15,13.0,8.0,2.0,16.0,10.0,0.95,2.18,3.13,2.02,664,204.0,359.0,19.0,49.0,12.0,26.0,24.0,3,0.0,0.0,11.0,69.0,7.0,2.0,3.0,1.0,59.0,38.0,51.0,21.0,53.0,12.0,67.0,1185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,2021-03-31T18:45:00.000Z,Estadio Olímpico de Sevilla,Jakob Kehlet,,World Cup Qualification UEFA 1st Round Grp. B Round 3,8,81.0,2.32,24,11,3.0,3.0,845,92.0,9,9,8.0,5.0,0.0,16.0,8.0,2.02,0.3,2.32,3.0,918,398.0,447.0,37.0,70.0,5.0,28.0,17.0,3,0.0,0.0,10.0,63.0,10.0,0.0,7.0,0.0,48.0,34.0,56.0,14.0,52.0,9.0,53.0,1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,2021-03-31T18:45:00.000Z,NSK Olimpijs'kyj,,,World Cup Qualification UEFA 1st Round Grp. D Round 3,22,71.0,2.98,28,10,4.0,3.0,681,89.0,7,7,12.0,6.0,0.0,15.0,13.0,2.43,0.55,2.98,3.6,764,273.0,408.0,25.0,76.0,5.0,26.0,12.0,0,2.0,0.0,7.0,70.0,12.0,2.0,7.0,1.0,45.0,35.0,51.0,10.0,77.0,11.0,58.0,1188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,2021-03-31T18:45:00.000Z,Estadio Olímpico de Sevilla,Jakob Kehlet,,World Cup Qualification UEFA 1st Round Grp. B Round 3,102,19.0,0.49,3,1,1.0,1.0,141,65.0,10,2,2.0,0.0,0.0,1.0,2.0,0.46,0.02,0.49,0.03,216,89.0,52.0,27.0,48.0,0.0,0.0,12.0,4,1.0,0.0,9.0,56.0,13.0,5.0,14.0,8.0,40.0,27.0,44.0,13.0,48.0,3.0,25.0,1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scotland,2021-03-31T18:45:00.000Z,Hampden Park,,,World Cup Qualification UEFA 1st Round Grp. F Round 3,133,35.0,0.61,7,2,1.0,1.0,272,77.0,13,5,3.0,2.0,0.0,3.0,4.0,0.56,0.05,0.61,0.36,355,181.0,91.0,30.0,42.0,2.0,17.0,13.0,1,1.0,0.0,11.0,65.0,15.0,0.0,24.0,3.0,40.0,24.0,45.0,16.0,50.0,0.0,0.0,1186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,2021-03-31T18:45:00.000Z,Stadionul Zimbru,,,World Cup Qualification UEFA 1st Round Grp. F Round 3,153,26.0,1.19,12,4,2.0,1.0,137,59.0,14,4,3.0,5.0,0.0,9.0,3.0,0.41,0.78,1.19,0.94,232,77.0,60.0,16.0,27.0,8.0,50.0,18.0,0,4.0,1.0,6.0,40.0,17.0,5.0,17.0,4.0,47.0,27.0,41.0,20.0,56.0,7.0,39.0,1183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,2021-03-31T18:45:00.000Z,Hampden Park,,,World Cup Qualification UEFA 1st Round Grp. F Round 3,39,65.0,0.95,12,6,1.0,0.0,583,88.0,9,1,6.0,0.0,0.0,7.0,5.0,0.87,0.09,0.95,1.21,664,287.0,296.0,32.0,51.0,5.0,22.0,28.0,3,1.0,0.0,5.0,83.0,10.0,2.0,10.0,2.0,45.0,29.0,55.0,16.0,50.0,10.0,48.0,1186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,2021-03-31T18:45:00.000Z,NSK Olimpijs'kyj,,,World Cup Qualification UEFA 1st Round Grp. D Round 3,103,29.0,0.2,5,2,0.0,0.0,216,69.0,14,1,1.0,2.0,0.0,1.0,4.0,0.2,0.0,0.2,0.64,315,133.0,83.0,19.0,30.0,0.0,0.0,16.0,0,6.0,0.0,11.0,61.0,18.0,6.0,25.0,9.0,37.0,34.0,49.0,3.0,23.0,10.0,63.0,1188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,2021-03-31T18:45:00.000Z,Wembley Stadium,Bjorn Kuipers,,World Cup Qualification UEFA 1st Round Grp. I Round 3,4,64.0,1.35,10,4,1.0,0.0,540,88.0,11,7,2.0,4.0,0.0,7.0,3.0,0.4,0.17,0.56,1.75,615,256.0,284.0,26.0,57.0,7.0,35.0,17.0,3,0.0,0.0,10.0,67.0,12.0,1.0,9.0,0.0,57.0,37.0,58.0,20.0,56.0,7.0,70.0,1178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,2021-03-31T18:45:00.000Z,Stadion Grbavica,Daniele Orsato,,World Cup Qualification UEFA 1st Round Grp. D Round 3,2,56.0,1.17,13,2,2.0,2.0,470,88.0,10,8,7.0,4.0,0.0,9.0,4.0,0.27,0.9,1.17,0.25,535,187.0,283.0,37.0,61.0,8.0,27.0,14.0,3,3.0,0.0,10.0,56.0,8.0,1.0,11.0,2.0,55.0,40.0,63.0,15.0,68.0,11.0,73.0,1177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
